code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
300433,蓝思科技,0.12,-0.34,,2.31,,31106.01,25.87,,08-12
002837,英维克,0.2,-68.25,,6.42,,3994.15,6.05,,08-11
600071,凤凰光学,-0.08,-42.7,,-4.87,,-1855.12,-42.69,,08-11
000798,中水渔业,0.01,-111.13,,0.38,,270.0,-111.07,,08-11
000949,新乡化纤,0.04,18.24,,1.36,,4887.77,44.65,,08-11
600015,华夏银行,0.7,-23.91,10.82,6.59,-3.09,983600.0,0.1,,08-11
000968,蓝焰控股,0.29,-126.76,,16.68,,24969.08,-144.85,,08-11
002310,东方园林,0.17,-41.38,,4.98,,46766.2,57.33,,08-11
603345,安井食品,0.52,-17.46,,7.36,,10359.84,1.95,,08-11
300590,移为通信,0.29,-55.36,,6.71,,4421.1,14.09,,08-11
300479,神思电子,0.05,9.0,,2.15,,872.19,8.81,,08-11
600703,三安光电,0.37,-2.63,,8.33,,151481.79,56.76,,08-11
300322,硕贝德,0.02,-83.33,,1.33,,789.31,-84.44,,08-11
002731,萃华珠宝,0.29,314.29,,3.78,,4345.49,307.13,,08-11
000802,北京文化,0.05,186.02,,0.88,,3865.74,279.44,,08-11
000413,东旭光电,0.13,-7.14,,2.84,,63585.58,16.46,,08-11
002442,龙星化工,0.08,-523.5,,3.68,,4063.78,-524.06,,08-11
000023,深天地A,0.14,147.23,,4.87,,1917.99,147.18,,08-11
600576,祥源文化,0.06,1.67,,2.27,,3875.54,5.91,,08-11
601128,常熟银行,0.26,0.0,,5.71,,57095.4,8.16,,08-11
000921,海信家电,0.49,19.51,,13.09,,67209.89,20.17,,08-11
600074,*ST保千,0.15,0.0,,8.08,,36829.18,9.53,,08-11
300047,天源迪科,0.03,263.95,,0.57,,1121.1,303.23,,08-11
603881,数据港,0.28,16.67,,7.47,,5636.91,47.6,,08-11
600563,法拉电子,0.84,6.38,,9.54,,18955.26,6.37,,08-11
300451,创业慧康,0.14,-1500.0,,1.83,,3268.62,-1155.93,,08-11
000908,景峰医药,0.07,-50.37,,2.42,,5870.23,-50.56,,08-11
601975,招商南油,0.04,-32.0,,6.36,,19619.32,-32.11,,08-11
300020,银江股份,0.13,-58.06,,2.75,,8439.3,-58.26,,08-11
300052,中青宝,0.05,150.0,,1.07,,1204.06,190.51,,08-11
000001,平安银行,0.68,-5.56,11.15,6.21,-7.47,1255400.0,2.13,,08-11
600230,沧州大化,2.23,-3000.0,,35.95,,65608.19,-2999.73,,08-11
600249,两面针,-0.11,-24.44,,-3.01,,-5901.59,-24.45,,08-11
002226,江南化工,0.07,30.32,,1.72,,6304.5,50.18,,08-11
603933,睿能科技,1.09,98.74,,19.92,,8370.36,98.72,,08-11
002146,荣盛发展,0.39,30.0,,6.87,,168459.36,29.3,,08-11
600312,平高电气,0.26,-43.66,,3.86,,35021.08,-33.28,,08-11
300620,光库科技,0.33,3.58,,8.22,,2536.6,20.85,,08-11
300375,鹏翎股份,0.35,2.94,,5.05,,6496.37,4.34,,08-11
300164,通源石油,0.01,-131.83,,0.27,,407.85,-134.88,,08-11
300164,通源石油,0.01,-131.83,,0.27,,407.85,-134.88,,08-11
300105,龙源技术,,,,0.07,,130.08,-102.96,,08-11
002515,金字火腿,0.02,-33.33,,1.33,,1820.93,4.24,,08-11
002564,天沃科技,0.12,-481.99,,3.58,,9058.57,-480.68,,08-11
002274,华昌化工,0.05,138.5,,1.13,,3028.73,139.02,,08-11
603929,亚翔集成,0.38,-46.48,,8.8,,8122.76,-28.34,,08-11
688357,建龙微纳,0.2,42.86,1.91,11.3,,651.11,47.0,,08-10
603380,易德龙,0.32,18.52,,16.72,,3848.08,18.03,,08-10
002230,科大讯飞,0.08,-33.33,,1.44,,10728.36,-30.32,,08-10
603101,汇嘉时代,0.27,33.55,,5.2,,6449.83,68.73,,08-10
600567,山鹰纸业,0.18,356.03,,9.39,,82623.05,450.95,,08-10
000416,民生控股,0.03,-521.88,,1.64,,1435.77,-519.87,,08-10
600423,ST柳化,-0.22,-63.33,,,,-8791.68,-63.28,,08-10
603032,德新交运,0.09,-73.53,,2.92,,1244.63,-63.43,,08-10
002353,杰瑞股份,0.03,-72.73,,0.39,,3036.57,-71.68,,08-10
002675,东诚药业,0.1,-58.67,,2.58,,7285.52,31.88,,08-10
603928,兴业股份,0.24,-38.46,,4.57,,4834.76,-18.23,,08-10
300195,长荣股份,0.19,-9.52,,2.26,,7336.19,4.32,10派4.5,08-10
600778,友好集团,-0.63,108.24,,-17.74,,-19529.97,108.24,,08-10
002681,奋达科技,0.1,4.63,,4.49,,12969.87,5.61,,08-10
300437,清水源,0.13,44.46,,2.38,,2843.91,68.78,,08-10
300623,捷捷微电,0.78,11.62,,8.82,,7267.45,49.25,,08-10
603688,石英股份,0.12,-14.49,,3.44,,4199.3,28.84,,08-10
603180,金牌厨柜,0.88,98.95,,12.7,,4625.12,107.91,,08-10
002812,恩捷股份,0.49,-34.67,,4.08,,6544.05,-13.31,,08-10
000421,南京公用,0.12,-43.6,,2.76,,6684.52,-43.57,,08-10
603339,四方科技,0.33,10.0,,5.1,,6917.06,38.79,,08-10
603429,集友股份,0.59,48.91,,9.24,,3819.41,90.26,,08-10
300258,精锻科技,0.31,35.11,,8.27,,12496.72,35.11,,08-10
603019,中科曙光,0.11,10.0,,2.32,,6774.09,10.05,,08-10
000667,美好置业,0.12,9.84,,4.54,,30001.79,9.8,,08-10
002148,北纬科技,0.14,55.56,,6.87,,7765.46,243.73,,08-10
300215,电科院,0.07,250.0,,2.65,,5104.31,246.74,,08-10
000521,长虹美菱,0.09,-38.82,,1.79,,9207.5,-16.29,,08-10
603007,花王股份,0.22,-56.86,,8.37,,7285.21,41.54,,08-10
603025,大豪科技,0.4,48.15,,12.03,,17752.37,46.04,,08-10
603798,康普顿,0.38,-43.28,,9.32,,7547.58,28.07,,08-10
600551,时代出版,0.3,-34.75,,3.01,,15314.58,-34.76,10派2.39,08-10
002657,中科金财,0.27,0.0,,3.29,,9271.53,1.93,,08-10
600975,新五丰,0.06,-72.73,,3.31,,4113.32,-71.16,,08-10
000404,长虹华意,0.22,-3.81,,5.0,,12640.54,0.06,,08-10
603679,华体科技,0.21,23.54,,5.89,,1590.18,23.56,,08-10
600301,ST南化,-0.04,-36.17,,-3.57,,-934.59,-36.09,,08-10
600569,安阳钢铁,0.01,-69.23,,0.57,,2776.3,-70.59,,08-10
600664,哈药股份,0.14,-6.67,,4.7,,34755.12,-8.22,,08-10
600382,广东明珠,0.36,0.0,,3.44,,16717.47,36.99,,08-10
600084,*ST中葡,-0.04,1.19,,-1.98,,-4774.91,1.27,,08-10
002092,中泰化学,0.58,230.13,,8.11,,124436.02,357.08,,08-10
002462,嘉事堂,0.57,23.91,,6.96,,14281.49,23.13,,08-10
300159,新研股份,0.06,403.28,,1.56,,9143.7,402.15,,08-10
002821,凯莱英,0.55,-44.44,,6.85,,12480.27,40.19,,08-10
002838,道恩股份,0.37,-44.78,,5.97,,4696.04,10.96,,08-10
600549,厦门钨业,0.42,561.77,,6.75,,45304.47,562.12,,08-10
002408,齐翔腾达,0.18,125.0,,5.36,,32325.64,141.93,,08-10
000301,东方盛虹,0.12,63.04,,4.09,,14464.62,61.25,,08-10
603028,赛福天,0.09,-18.18,,2.75,,1880.76,-13.79,,08-10
000737,ST南风,-0.29,117.21,,-178.0,,-15997.41,117.29,,08-10
600644,乐山电力,0.11,-63.31,,4.84,,6064.18,-63.29,,08-10
002225,濮耐股份,0.06,0.0,,2.35,,5579.64,11.21,,08-10
002548,金新农,0.17,-24.27,,3.79,,6345.2,-23.37,,08-10
600674,川投能源,0.28,-11.98,,6.2,,122969.75,-11.98,,08-09
603615,茶花股份,0.2,-28.35,,3.9,,4476.63,-12.5,,08-09
603079,圣达生物,0.69,,8.03,9.04,0.64,4164.15,,,08-09
300134,大富科技,-0.12,-271.43,,-1.53,,-8848.63,-283.66,,08-09
300473,德尔股份,0.62,-0.63,,3.88,,6339.18,1.82,,08-09
300776,帝尔激光,0.71,24.56,3.52,24.64,,2682.14,208.41,10派6,08-09
603036,如通股份,0.07,-61.11,,1.53,,1467.59,-46.41,,08-09
601339,百隆东方,0.21,5.0,,4.17,,30850.07,2.72,10派1.28,08-09
600269,赣粤高速,0.25,-21.88,,4.18,,58960.28,-20.22,,08-09
002220,ST天宝,0.16,0.0,,3.22,,8653.02,1.27,,08-09
300696,爱乐达,0.7,218.18,,12.02,,3595.69,215.77,,08-09
300223,北京君正,0.02,22.7,,0.34,,378.14,22.73,,08-09
002117,东港股份,0.27,2.66,,6.43,,9985.27,2.65,,08-09
600260,凯乐科技,0.49,308.33,,10.96,,34629.98,330.03,,08-09
002670,国盛金控,0.1,-67.04,,1.3,,15068.51,53.13,,08-09
300379,东方通,0.03,-76.19,,0.42,,746.49,-42.67,,08-09
300395,菲利华,0.18,-19.37,,6.43,,5309.68,21.69,,08-09
300523,辰安科技,-0.05,-122.73,,-0.82,,-648.1,-148.67,,08-09
300400,劲拓股份,0.13,-22.71,,6.94,,3068.41,52.06,,08-09
600675,中华企业,0.2,-718.18,,11.04,,38069.01,-718.34,,08-09
300568,星源材质,0.37,-64.08,,5.7,,7091.73,-23.74,,08-09
000536,华映科技,0.03,-94.98,,0.55,,7074.09,-82.21,10派1,08-09
300688,创业黑马,0.3,42.86,3.75,8.3,-0.27,1526.81,39.6,,08-09
600987,航民股份,0.38,2.96,,7.51,,24327.05,2.8,,08-09
603602,纵横通信,0.42,27.27,5.71,7.6,-2.14,2508.7,26.07,,08-09
600867,通化东宝,0.24,4.35,,9.9,,41039.07,30.21,,08-08
300420,五洋停车,0.09,-74.02,,3.86,,4406.62,37.3,,08-08
002453,华软科技,0.01,-75.0,,0.3,,269.6,-78.64,,08-08
002535,林州重机,0.03,200.0,,0.69,,2048.71,124.44,,08-08
300584,海辰药业,0.38,9.46,,6.47,,2937.06,38.52,,08-08
002567,唐人神,0.17,29.39,,4.79,,13773.96,106.67,,08-08
002341,新纶科技,0.15,31.25,,2.25,,7395.1,76.82,,08-08
300070,碧水源,0.17,90.0,,3.37,,53384.87,97.73,,08-08
002788,鹭燕医药,0.5,8.7,,4.53,,6345.6,16.53,,08-08
002233,塔牌集团,0.35,182.05,,6.55,,31062.83,182.09,,08-08
300037,新宙邦,0.34,-50.0,,5.73,,12695.38,1.96,,08-08
002383,合众思壮,0.07,294.25,,1.43,,5028.92,1365.15,,08-08
603225,新凤鸣,0.96,,,13.12,,52633.16,293.6,,08-08
002793,东音股份,0.32,-49.27,,9.14,,6496.88,23.59,,08-08
300610,晨化股份,0.26,-31.58,,6.76,,3749.77,32.54,,08-08
300467,迅游科技,0.18,50.0,,5.56,,3078.98,52.02,,08-08
000755,山西路桥,-0.51,-16.39,,-56.68,,-23807.02,-17.31,,08-08
603258,电魂网络,0.36,-54.43,,5.46,,8609.31,-39.36,,08-08
002587,奥拓电子,0.15,107.02,,5.87,,6107.66,123.39,,08-08
300294,博雅生物,0.39,-2.5,,7.28,,15773.48,49.23,,08-08
002318,久立特材,0.08,14.29,,2.53,,6672.03,6.54,,08-08
603813,原尚股份,0.37,,5.25,7.25,0.64,2429.21,,,08-08
600614,*ST鹏起,0.12,67.14,,4.36,,20557.27,65.0,,08-08
300240,飞力达,0.11,22.22,,3.75,,3854.81,17.15,,08-08
600409,三友化工,0.52,227.46,,12.99,,96213.26,227.48,,08-08
002645,华宏科技,0.19,20.41,,2.52,,3954.21,20.43,,08-08
300148,天舟文化,0.13,-8.84,,2.51,,11013.98,52.4,,08-08
000990,诚志股份,0.32,-575.48,,2.56,,39625.11,-1619.73,10派1,08-08
300357,我武生物,0.49,47.64,,11.33,,7873.01,45.45,,08-08
300818,耐普矿机,0.48,-4.0,6.61,7.04,,2533.25,-3.06,,08-08
002014,永新股份,0.25,-3.85,,4.71,,8330.74,-4.2,,08-08
600711,盛屯矿业,0.15,311.11,,5.39,,22196.36,310.14,,08-08
002553,南方轴承,0.13,10.45,,6.49,,4412.62,10.45,,08-08
000537,广宇发展,0.05,-72.22,,1.17,,2676.6,-70.52,,08-08
600970,中材国际,0.25,38.89,,6.31,,44545.81,43.26,,08-08
300148,天舟文化,0.13,-8.84,,2.51,,11013.98,52.4,,08-08
000990,诚志股份,0.32,-575.48,,2.56,,39625.11,-1619.73,10派1,08-08
300357,我武生物,0.49,47.64,,11.33,,7873.01,45.45,,08-08
300818,耐普矿机,0.48,-4.0,6.61,7.04,,2533.25,-3.06,,08-08
002014,永新股份,0.25,-3.85,,4.71,,8330.74,-4.2,,08-08
600711,盛屯矿业,0.15,311.11,,5.39,,22196.36,310.14,,08-08
002553,南方轴承,0.13,10.45,,6.49,,4412.62,10.45,,08-08
000537,广宇发展,0.05,-72.22,,1.17,,2676.6,-70.52,,08-08
600970,中材国际,0.25,38.89,,6.31,,44545.81,43.26,,08-08
002825,纳尔股份,0.19,-54.76,,3.43,,1922.2,-39.24,,08-08
300201,海伦哲,0.03,147.75,,2.07,,2831.52,597.88,,08-08
300297,蓝盾股份,0.12,50.0,,3.87,,14082.49,79.71,,08-08
002654,万润科技,0.09,7.78,,3.07,,7609.37,20.13,,08-08
002176,江特电机,0.04,-50.0,,1.66,,6207.84,-41.97,,08-08
300373,扬杰科技,0.29,20.83,,6.48,,13534.08,38.21,,08-07
603127,昭衍新药,0.2,,4.43,4.58,0.58,1218.41,,,08-07
603535,嘉诚国际,0.44,7.32,6.94,6.51,0.32,4931.01,6.94,,08-07
603678,火炬电子,0.26,-50.0,,4.91,,11640.21,35.08,,08-07
002236,大华股份,0.34,36.0,,11.29,,98300.12,38.5,,08-07
002895,川恒股份,0.25,30.5,,5.64,,8997.56,30.5,,08-07
002893,华通热力,0.86,48.28,,20.43,,7717.72,48.67,,08-07
300695,兆丰股份,1.57,-9.77,,15.53,,7834.19,-9.85,,08-07
002853,皮阿诺,0.64,88.24,,5.59,,3469.15,122.3,10派3转15,08-05
002702,海欣食品,-0.04,-206.53,,-2.23,,-1726.13,-280.93,,08-05
600116,三峡水利,0.14,16.67,,5.47,,13719.56,16.07,,08-05
600367,红星发展,0.13,30.0,,3.59,,3912.31,36.65,,08-05
600086,东方金钰,0.15,2.21,,6.43,,19954.45,2.22,,08-05
002017,东信和平,0.07,-14.12,,2.54,,2337.91,-14.12,,08-05
300505,川金诺,0.27,5.54,,4.04,,2561.43,22.84,,08-05
600660,福耀玻璃,0.55,-5.17,,7.66,,138618.68,-4.85,,08-05
002372,伟星新材,0.31,0.0,,11.28,,31225.88,26.67,,08-05
300193,佳士科技,0.14,27.27,,3.29,,7154.67,36.38,,08-05
002662,京威股份,0.17,-37.04,,3.62,,17141.71,-14.3,,08-05
600225,天津松江,0.48,-191.92,,27.07,,44752.48,-192.04,,08-05
002313,日海智能,0.09,-190.0,,0.89,,2870.96,-187.94,,08-05
603686,龙马环卫,0.48,26.32,,10.13,,12730.43,25.18,,08-05
002706,良信电器,0.21,-32.26,,6.96,,11112.68,47.96,,08-05
600307,酒钢宏兴,0.06,54.27,,3.75,,35076.9,54.29,,08-05
300208,青岛中程,0.33,65.0,,14.55,,25054.74,63.93,,08-05
002355,兴民智通,0.08,60.0,,1.88,,4000.39,42.73,,08-05
002296,辉煌科技,0.07,-35.69,,1.61,,2496.85,-35.68,,08-05
603869,新智认知,0.25,92.31,,2.43,,8722.01,210.77,,08-05
002728,特一药业,0.27,22.73,,5.94,,5425.23,24.01,,08-05
600129,太极集团,0.08,-96.4,,2.71,,3474.79,-96.4,,08-05
300276,三丰智能,0.02,2.73,,1.4,,846.09,2.53,,08-05
600539,ST狮头,0.01,-106.15,,0.35,,165.01,-106.13,,08-05
002514,宝馨科技,0.07,250.0,,4.37,,4116.38,215.6,,08-05
300286,安科瑞,0.34,21.43,,8.03,,4821.0,21.69,,08-05
000548,湖南投资,0.25,167.02,,7.8,,12528.21,167.08,,08-05
002659,凯文教育,-0.05,150.0,,-1.14,,-2531.4,332.04,,08-05
603577,汇金通,0.18,-33.68,,2.53,,2148.35,-11.55,,08-04
300500,启迪设计,0.27,-52.63,,4.59,,3231.8,2.83,,08-04
002771,真视通,0.18,-55.0,,4.93,,2966.37,-7.91,,08-04
603187,海容冷链,1.48,-3.27,8.95,17.44,,8854.58,-3.26,,08-04
002496,辉丰股份,0.16,121.43,,6.56,,23404.05,124.12,,08-04
000933,神火股份,0.32,-5.29,,10.22,,61172.49,-5.3,,08-04
600545,卓郎智能,-0.03,-75.7,,-1.03,,-2047.02,-75.7,10派2.729,08-04
000822,山东海化,0.38,1166.67,,14.58,,33725.95,1173.96,,08-04
603105,芯能科技,0.08,0.0,2.27,3.75,,3450.74,17.95,,08-04
603006,联明股份,0.28,-21.57,,6.37,,5450.49,-19.21,,08-04
000933,神火股份,0.32,-5.29,,10.22,,61172.49,-5.3,,08-04
603187,海容冷链,1.48,-3.27,8.95,17.44,,8854.58,-3.26,,08-04
002496,辉丰股份,0.16,121.43,,6.56,,23404.05,124.12,,08-04
600545,卓郎智能,-0.03,-75.7,,-1.03,,-2047.02,-75.7,10派2.729,08-04
000822,山东海化,0.38,1166.67,,14.58,,33725.95,1173.96,,08-04
603006,联明股份,0.28,-21.57,,6.37,,5450.49,-19.21,,08-04
603105,芯能科技,0.08,0.0,2.27,3.75,,3450.74,17.95,,08-04
300364,中文在线,0.08,133.44,,0.85,,2165.91,176.61,,08-04
002798,帝欧家居,0.28,12.0,,4.07,,2413.02,38.48,,08-03
002162,悦心健康,0.01,-427.27,,1.49,,1225.23,-430.44,,08-03
300541,先进数通,0.15,-46.43,,2.53,,1815.25,-28.16,,08-03
300266,兴源环境,0.26,-8.59,,8.62,,25977.22,116.13,,08-03
600785,新华百货,0.48,186.04,,5.51,,10862.81,186.02,,08-03
603766,隆鑫通用,0.24,-53.47,,8.0,,50114.95,17.35,,08-03
600722,金牛化工,0.03,268.24,,2.39,,2131.05,270.14,,08-03
603677,奇精机械,0.55,-22.54,,5.89,,4692.69,10.65,10派2.5,08-03
603658,安图生物,0.46,17.95,,11.93,,19143.16,29.57,10派3.6,08-03
002439,启明星辰,,,,-0.01,,-15.74,-102.76,,08-03
601108,财通证券,0.25,,4.88,5.35,-0.58,82085.03,35.6,,08-03
002421,达实智能,0.05,-58.31,,3.63,,10355.98,30.33,,08-03
000584,哈工智能,0.06,-218.9,,2.59,,3973.3,-218.9,,08-03
300435,中泰股份,0.14,-48.15,,4.84,,3470.93,20.17,,08-03
000100,TCL科技,0.08,70.56,1.94,4.47,0.28,103384.5,70.68,,08-02
300450,先导智能,0.44,88.2,,17.77,,17898.3,88.19,,08-02
300653,正海生物,0.33,3.13,,7.7,,2088.74,9.82,,08-02
002429,兆驰股份,0.07,-47.73,,4.16,,32779.7,47.94,,08-02
002711,*ST欧浦,0.22,29.41,,14.4,,23640.98,116.0,,08-02
002686,亿利达,0.15,-0.68,,4.82,,6452.88,6.39,,08-02
000716,黑芝麻,0.04,33.33,,1.57,,2758.17,29.35,,08-02
600577,精达股份,0.09,51.72,,5.8,,17286.25,53.07,10派0.5,08-02
600378,昊华科技,0.08,100.0,,3.06,,2316.74,93.04,,08-02
600063,皖维高新,0.04,13.51,,1.78,,7325.07,19.36,,08-02
600011,华能国际,0.05,-87.8,,1.08,,78757.25,-87.48,,08-02
000983,西山煤电,0.29,738.9,,5.39,,91737.25,739.33,,08-01
300014,亿纬锂能,0.27,28.57,,11.33,,23252.93,161.37,,08-01
002360,同德化工,0.09,12.5,,3.44,,3386.51,10.2,,08-01
603707,健友股份,0.34,-34.14,,8.96,,12327.15,-34.14,,08-01
300668,杰恩设计,0.81,47.27,,18.04,,2601.57,50.54,,08-01
603860,中公高科,0.25,13.64,6.04,4.18,-0.55,1237.32,14.91,,08-01
002455,百川股份,0.12,100.0,,6.74,,5866.52,91.28,,08-01
000975,银泰黄金,0.1,17.46,,2.71,,10410.3,17.55,,08-01
000812,陕西金叶,0.02,-24.92,,1.13,,1011.95,-24.74,,08-01
600273,嘉化能源,0.35,16.67,,11.02,,45883.82,16.68,,08-01
600885,宏发股份,0.76,24.59,,8.52,,40364.44,23.61,,08-01
600532,宏达矿业,-0.05,-64.29,,-1.32,,-2494.54,-64.5,,08-01
002427,*ST尤夫,0.31,82.35,,5.42,,12283.59,84.1,,08-01
600309,万华化学,1.79,184.13,,25.43,,486103.79,255.35,,08-01
000055,方大集团,0.19,175.14,,9.37,,22800.33,328.93,,08-01
300463,迈克生物,0.35,16.67,,8.24,,19280.68,16.92,,08-01
300172,中电环保,0.11,22.22,,5.11,,5792.29,21.06,,08-01
300511,雪榕生物,0.18,80.44,,3.09,,4029.74,224.93,,08-01
600110,诺德股份,0.1,481.4,,5.96,,11505.17,481.61,,08-01
300182,捷成股份,0.2,-20.72,,5.66,,52203.05,29.49,,08-01
600346,恒力石化,0.2,5.26,,9.37,,56229.37,20.78,,08-01
300284,苏交科,0.27,19.73,,4.9,,15155.72,20.54,,08-01
300532,今天国际,0.14,-71.82,,2.92,,2170.89,-31.23,,08-01
300549,优德精密,0.31,-23.53,3.48,8.92,,4078.49,105.44,,08-01
002168,惠程科技,-0.08,166.67,,-5.34,,-6488.82,208.67,,08-01
000608,阳光股份,-0.11,-38.89,,-2.81,,-7884.2,-41.91,,08-01
603990,麦迪科技,0.17,0.0,,3.42,,1368.02,32.11,,08-01
300577,开润股份,0.9,32.35,,11.0,,6027.08,76.58,,07-31
300041,回天新材,0.18,15.14,,4.5,,7253.95,15.15,,07-31
600352,浙江龙盛,0.31,5.13,,6.28,,101316.0,5.13,,07-31
002134,天津普林,-0.03,-75.0,,-1.93,,-810.48,-71.55,,07-31
603239,浙江仙通,0.35,-58.33,,10.7,,9562.29,67.76,,07-31
000563,陕国投A,0.09,-5.46,,3.45,,26751.88,-5.46,,07-31
002349,精华制药,0.11,-40.41,,4.45,,9632.05,19.16,,07-31
002139,拓邦股份,0.14,16.67,,5.25,,9395.15,89.15,,07-31
002768,国恩股份,0.32,52.38,,8.68,,7701.15,52.81,,07-31
002471,中超控股,0.03,-21.41,,2.3,,4232.64,-21.54,,07-31
300758,七彩化学,0.57,78.13,5.1,12.01,,4583.39,78.93,10派7,07-31
300146,汤臣倍健,0.4,60.0,,12.67,,58226.85,62.29,,07-31
002801,微光股份,0.47,-55.24,,7.16,,5501.69,18.25,,07-31
601577,长沙银行,,,,,,326879.6,44.71,,07-31
002892,科力尔,0.55,3.77,,13.8,,3618.64,2.58,,07-31
603826,坤彩科技,0.21,10.52,,8.75,,6208.58,22.75,10派0.6,07-31
600246,万通地产,0.02,-88.56,,0.77,,5114.38,-80.69,,07-31
300183,东软载波,0.29,-3.13,,5.08,,13171.16,-3.86,,07-31
002562,兄弟科技,0.29,16.0,,8.39,,15446.85,129.42,,07-31
601933,永辉超市,0.11,37.5,,5.46,,105521.84,57.57,,07-31
300692,中环环保,0.23,53.33,,4.12,,1877.46,60.27,,07-31
603369,今世缘,0.52,22.28,,13.26,,64933.12,22.29,,07-31
300304,云意电气,0.09,-70.0,,4.82,,7764.76,25.88,,07-29
000926,福星股份,0.49,36.11,,4.72,,46248.96,35.96,,07-29
600393,粤泰股份,0.36,350.0,,17.25,,91180.26,1143.32,,07-29
000759,中百集团,0.2,-322.22,,4.48,,13621.12,-318.09,,07-29
603010,万盛股份,0.27,0.0,,6.47,,6908.1,1.13,,07-29
600663,陆家嘴,0.34,30.89,,5.86,,115368.27,30.87,,07-29
000848,承德露露,0.23,-17.86,,11.24,,22764.67,-16.6,,07-29
000612,焦作万方,0.09,16.67,,2.36,,10775.23,17.65,,07-29
000663,永安林业,0.02,0.0,,0.3,,648.88,-4.64,,07-29
300356,光一科技,0.07,103.5,,2.04,,2899.06,408.9,,07-29
000711,京蓝科技,0.15,-266.67,,3.34,,10061.74,-773.68,,07-29
600498,烽火通信,0.43,16.22,,6.04,,44970.5,16.1,,07-29
000717,韶钢松山,0.27,-383.83,,82.91,,64964.78,-383.91,,07-29
600406,国电南瑞,0.14,16.67,,3.87,,34957.98,24.62,,07-29
600880,博瑞传播,-0.03,-616.67,,-0.85,,-3050.98,-613.83,,07-29
603559,中通国脉,0.08,-52.94,,2.05,,1065.94,-2.72,,07-29
002262,恩华药业,0.21,-23.95,,9.56,,20917.15,21.66,,07-29
002165,红宝丽,0.07,-41.67,,2.59,,4058.62,-35.87,,07-29
600064,南京高科,0.66,-32.79,,5.1,,51291.25,-32.78,,07-29
603008,喜临门,0.24,20.0,,3.77,,9482.56,51.96,,07-29
002772,众兴菌业,0.18,-28.58,,2.78,,6384.34,-15.03,,07-29
300059,东方财富,0.06,-38.98,,2.01,,26010.1,-22.77,,07-29
300231,银信科技,0.18,6.74,,9.63,,6241.18,8.7,,07-29
600189,吉林森工,-0.12,-163.16,,-2.62,,-3639.26,-160.75,,07-29
600986,科达股份,0.23,35.29,,4.23,,20415.87,34.44,,07-29
600289,*ST信通,0.04,24.53,,0.78,,2533.19,39.09,,07-29
002577,雷柏科技,0.06,-91.58,,1.39,,1627.31,-91.96,,07-29
000420,吉林化纤,0.03,209.57,,2.1,,5725.66,655.89,,07-29
600753,东方银星,0.02,-157.14,,1.42,,204.3,-157.43,,07-29
000514,渝开发,0.06,784.13,,1.59,,4701.37,790.76,,07-29
600829,人民同泰,0.24,10.81,,8.85,,13909.79,10.79,,07-29
600615,丰华股份,0.54,1217.07,,18.94,,10146.67,1216.78,,07-29
600586,金晶科技,0.07,600.0,,2.56,,10383.27,402.77,,07-29
002184,海得控制,0.01,-74.89,,0.25,,273.78,-73.0,,07-29
600769,祥龙电业,0.01,-2.78,,5.77,,263.21,-2.06,,07-28
300493,润欣科技,0.1,-47.37,,5.99,,2883.53,23.77,,07-28
002210,*ST飞马,0.08,-27.27,,3.49,,14000.31,26.75,,07-28
603416,信捷电气,0.46,-17.86,,7.43,,6396.38,50.94,,07-28
000989,九芝堂,0.42,19.27,,8.39,,36213.41,19.27,,07-28
300050,世纪鼎利,0.15,36.36,,3.34,,7275.17,35.89,,07-28
002380,科远智慧,0.21,23.53,,2.48,,4933.25,30.88,,07-28
603919,金徽酒,0.39,-17.02,,6.12,,14180.84,23.95,,07-28
300557,理工光科,0.02,-89.47,,0.26,,120.29,-84.91,,07-28
600566,济川药业,0.72,28.39,,15.61,,58181.12,32.1,,07-28
002767,先锋电子,0.11,-14.66,,2.44,,1640.44,-14.71,,07-28
600059,古越龙山,0.12,20.0,,2.39,,9421.23,16.27,,07-28
002632,道明光学,0.1,163.16,,4.0,,5811.04,159.75,,07-28
000929,兰州黄河,0.04,-122.14,,0.97,,707.71,-122.13,,07-28
002847,盐津铺子,0.35,-30.0,,11.85,,4162.02,-11.16,,07-28
002507,涪陵榨菜,0.22,0.0,,10.46,,17195.16,48.38,,07-28
000928,中钢国际,0.2,-44.63,,5.8,,25149.87,8.35,,07-28
601860,紫金银行,0.17,-22.73,,,,56840.31,9.36,,07-28
600452,涪陵电力,0.69,50.0,,11.5,,10964.0,48.48,,07-28
600519,贵州茅台,8.96,27.82,,14.33,,1125086.09,27.81,,07-28
000915,山大华特,0.63,6.78,,10.81,,14673.23,38.58,,07-28
300419,浩丰科技,0.08,-50.0,,2.09,,3071.14,8.37,,07-28
600961,株冶集团,0.01,-50.0,,4.26,,686.47,-41.57,,07-28
002087,新野纺织,0.17,28.64,,4.54,,13718.4,102.07,,07-28
002735,王子新材,0.24,60.0,,3.87,,1928.41,58.45,,07-28
300493,润欣科技,0.1,-47.37,,5.99,,2883.53,23.77,,07-28
600769,祥龙电业,0.01,-2.78,,5.77,,263.21,-2.06,,07-28
002210,*ST飞马,0.08,-27.27,,3.49,,14000.31,26.75,,07-28
603416,信捷电气,0.46,-17.86,,7.43,,6396.38,50.94,,07-28
